title,description,file size and date,additional keywords,link,derived_link
How to Lose a Country,"['Country: The Seven Steps from ', 'Democracy', ' to Dictatorship is a 2019 nonfiction book by Ece Temelkuran, discussing how ', 'democracies', ' backslide into dictatorships...']","['3 KB (274 words) - 21:30, 15 September 2022']","['(redirect from ', 'How to Lose a Country: the 7 steps from ', 'democracy', ' to dictatorship', ')']",/wiki/How_to_Lose_a_Country,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Democracy,"['Democracy', ' at work may refer to: ', 'Democracy', ' Workplace ', 'democracy', ' Co-determination ', 'Democracy', ' at Work, a nonprofit founded by Richard D. Wolff ', 'Democracy', ' at...']","['1 KB (202 words) - 14:47, 16 May 2023']",[],/wiki/Democracy_at_work,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Statute Governing the Transition to ,"['The Statute Governing the Transition to ', 'Democracy', ' to Re-establish the Validity of the Constitution of the Bolivarian Republic of Venezuela (Spanish: Estatuto...']","['13 KB (1,469 words) - 01:28, 15 October 2023']",[],/wiki/Statute_Governing_the_Transition_to_Democracy,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Politics of Switzerland,"['elected by the Federal Assembly. Switzerland has a tradition of direct ', 'democracy', '. For any change in the constitution, a referendum is mandatory (mandatory...']","['28 KB (2,870 words) - 06:53, 14 September 2023']","['(redirect from ', 'Swiss ', 'democracy', ')']",/wiki/Politics_of_Switzerland,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Decentralist Social Force Party,"['democratic, Peruvian political party. Founded in 1997 as the Party for Social ', 'Democracy', ' (Spanish: Partido por la Democracia Social), in 2007 it changed to its...']","['7 KB (555 words) - 08:40, 12 February 2023']","['(redirect from ', 'Party for social ', 'democracy', ')']",/wiki/Decentralist_Social_Force_Party,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Belarusian Christian ,"['The Belarusian Christian ', 'Democracy', ' (Belarusian: Беларуская хрысьціянская дэмакратыя, romanized:\xa0Bielaruskaja chryścijanskaja demakratyja; Russian: Белорусская...']","['12 KB (1,073 words) - 00:14, 3 October 2023']",[],/wiki/Belarusian_Christian_Democracy,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Voice of ,"['Voice of ', 'Democracy', ' (Khmer: សំលេងប្រជាធិបតេយ្យ; abbreviated VOD) was an independent news agency based in Cambodia. VOD has provided significant investigative...']","['7 KB (547 words) - 14:35, 8 June 2023']",[],/wiki/Voice_of_Democracy,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
International Women's ,"[""The International Women's "", 'Democracy', "" Center is a non-profit organization based in Washington D.C., United States, established in 1995 to strengthen women's...""]","['4 KB (521 words) - 23:18, 4 November 2023']",[],/wiki/International_Women%27s_Democracy_Center,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Democracy,"['The ', 'Democracy', ' Party (Burmese: ဒီမိုကရေစီပါတီ) was a political party in Myanmar. Following the reintroduction of multi-party ', 'democracy', ' after the 8888 Uprising...']","['1 KB (99 words) - 20:31, 25 August 2023']",[],/wiki/Democracy_Party_(Myanmar),/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
New ,"['New ', 'Democracy', ' Party (Thai: พรรคประชาธิปไตยใหม่, Phak Prachathipataimai) is a political party in Thailand that founded on 21 April 2011. Suratin Pichan...']","['4 KB (59 words) - 15:39, 1 November 2023']",[],/wiki/New_Democracy_Party_(Thailand),/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Freedom and ,"['Freedom and ', 'Democracy', ' Party (Turkish: Özgürlük ve Demokrasi Partisi, ÖZDEP) was a pro-Kurdish rights party in Turkey. The party was created in October...']","['3 KB (201 words) - 13:08, 19 October 2023']",[],/wiki/Freedom_and_Democracy_Party,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
CUHK ,"['arose between different parties over the content of posters put up on ', 'Democracy', ' wall in the Chinese University of Hong Kong. This has led to increased...']","['106 KB (12,224 words) - 12:26, 3 October 2023']",[],/wiki/CUHK_democracy_wall_standoff,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Party for Full ,"['The Party for Full ', 'Democracy', ' (Luxembourgish: Partei fir Integral Demokratie, French: Parti pour la democratie integrale, German: Partei für Integrale...']","['1 KB (82 words) - 05:41, 28 June 2022']",[],/wiki/Party_for_Full_Democracy,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Too Dumb for ,"['Too Dumb for ', 'Democracy', '? Why We Make Bad Political Decisions and How We Can Make Better Ones is a 2019 book by political scientist David Moscrop. The book...']","['3 KB (296 words) - 19:06, 17 September 2022']",[],/wiki/Too_Dumb_for_Democracy%3F,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Republican Party for ,"['The Republican Party for ', 'Democracy', ' and Renewal (Arabic: الحزب الجمهوري للديموقراطية والتجديد; French: Parti républicain pour la démocratie et le renouvellement...']","['6 KB (243 words) - 17:43, 26 October 2023']",[],/wiki/Republican_Party_for_Democracy_and_Renewal,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Local Committee of China ,"['China ', 'Democracy', ' Party (LCCDP) (Chinese: 中国民主党地方委员会; pinyin: Zhōngguó Mínzhu Dǎng Difang Weiyuanhui) is a special committee of the China ', 'Democracy', ' Party...']","['7 KB (923 words) - 15:54, 25 May 2023']",[],/wiki/Local_Committee_of_China_Democracy_Party,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
New ,"['The New ', 'Democracy', ' Party (Portuguese: Partido da Nova Democracia, PND) is a political party in Guinea-Bissau. The party was established by Mamadú Iaia...']","['2 KB (121 words) - 14:46, 20 December 2021']",[],/wiki/New_Democracy_Party_(Guinea-Bissau),/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Democracy,"['Democracy', ' Now! is an American independent news program ', 'Democracy', ' Now may also refer to: ', 'Democracy', ' Now (East Germany), political movement during the collapse...']","['294 bytes (68 words) - 08:11, 21 March 2021']",[],/wiki/Democracy_Now_(disambiguation),/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Social Democratic Party,"['to social ', 'democracy', ' as their political ideology. Democratic Socialist Party (disambiguation) List of Labour Parties Party for Social ', 'Democracy', ' Partido Social...']","['12 KB (99 words) - 15:29, 18 October 2023']","['(redirect from ', 'Social ', 'Democracy', ' Party', ')']",/wiki/Social_Democratic_Party,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Movement for ,"['The Movement for ', 'Democracy', ' in Liberia (MODEL) was a rebel group in Liberia that became active in March 2003, launching attacks from Ivory Coast. MODEL...']","['3 KB (350 words) - 23:36, 31 July 2023']",[],/wiki/Movement_for_Democracy_in_Liberia,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Associationalism,"['Associationalism or associative ', 'democracy', ' is a political movement in which ""human welfare and liberty are both best served when as many of the affairs...']","['14 KB (1,635 words) - 05:28, 11 March 2023']","['(redirect from ', 'Associative ', 'democracy', ')']",/wiki/Associationalism,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Lau Siu-lai,"['Democracy', ' Groundwork to hold ""', 'Democracy', ' Classrooms"" during the 2014 pro-democratic protests, teaching protesters about social justice and ', 'democracy', '....']","['23 KB (2,274 words) - 01:48, 14 September 2023']","['(redirect from ', 'Democracy', ' Groundwork', ')']",/wiki/Lau_Siu-lai,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Rally for ,"['The Rally for ', 'Democracy', "" and Unity (RDU) (French: Rassemblement pour la Démocratie et l'Unité) is a political party in Mauritania. The party was founded...""]","['3 KB (94 words) - 03:07, 21 August 2022']",[],/wiki/Rally_for_Democracy_and_Unity,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Agonism,"['with debates about ', 'democracy', ', and the role that conflict plays in different conceptions of it. The agonistic tradition to ', 'democracy', ' is often referred to...']","['20 KB (2,494 words) - 15:16, 9 November 2023']","['(redirect from ', 'Agonistic ', 'democracy', ')']",/wiki/Agonism,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
The Alexis de Tocqueville Tour: Exploring ,"['1831–32 visit. It explored many of the themes that Tocqueville discussed in ', 'Democracy', ' in America, the two-volume work that he wrote based on his American travels...']","['16 KB (561 words) - 22:52, 17 October 2023']",[],/wiki/The_Alexis_de_Tocqueville_Tour:_Exploring_Democracy_in_America,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Solidary ,"['Solidary ', 'Democracy', "" (Italian: Democrazia Solidale, DemoS) is a Christian-leftist political party in Italy. The party's early leader, Lorenzo Dellai has...""]","['16 KB (1,158 words) - 12:47, 5 October 2023']",[],/wiki/Solidary_Democracy,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Committee for Workers' ,"[""The Committee for Workers' "", 'Democracy', ' and International Socialism (CWDIS or KRDMS; Russian: Комитет за рабочую демократию и международный социализм; КРДМС;...']","['6 KB (380 words) - 04:52, 6 January 2023']",[],/wiki/Committee_for_Workers%27_Democracy_and_International_Socialism,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Lady Liberty Hong Kong,"['online vote was held on LIHKG, leading the team to select the ""Goddess of ', 'democracy', '"" design, which was modelled after a female demonstrator whose eye was...']","['8 KB (795 words) - 21:13, 12 April 2023']","['(redirect from ', 'Hong Kong Statue of ', 'Democracy', ')']",/wiki/Lady_Liberty_Hong_Kong,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Innovation and Unity Party,"['The Innovation and Unity Party—Social ', 'Democracy', ' (Spanish: Partido Innovación y Unidad Social Demócrata, PINU-SD) is a social democratic political party...']","['3 KB (176 words) - 17:02, 8 June 2022']","['(redirect from ', 'Party for Innovation and Unity-Social-', 'Democracy', ')']",/wiki/Innovation_and_Unity_Party,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
German Freedom Party,"['Freedom – Civil Rights Party for More Freedom and ', 'Democracy', ' (Die Freiheit – Bürgerrechtspartei für mehr Freiheit und Demokratie), also known as The Freedom...']","['12 KB (874 words) - 23:33, 7 August 2023']","['(redirect from ', 'The Freedom - Civil rights Party for more Freedom and ', 'Democracy', ')']",/wiki/German_Freedom_Party,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Yassıada,"['Yassıada (Turkish: Flat Island), officially renamed ', 'Democracy', "" and Freedom Island (Turkish: Demokrasi ve Özgürlükler Adası) in 2013, is one of the Princes'...""]","['6 KB (612 words) - 11:27, 13 October 2023']","['(redirect from ', 'Democracy', ' and Freedom Island', ')']",/wiki/Yass%C4%B1ada,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Geneva Summit for Human Rights and ,"['The Geneva Summit for Human Rights and ', 'Democracy', ' is an annual human rights summit sponsored by a coalition of 20 non-governmental organizations. Each...']","['26 KB (2,372 words) - 04:48, 16 March 2023']",[],/wiki/Geneva_Summit_for_Human_Rights_and_Democracy,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Rally for ,"['The Rally for ', 'Democracy', ' and Progress (French: Rassemblement pour la Démocratie et le Progrès, CRP) is a political party in Gabon. The party won one seat...']","['1 KB (85 words) - 19:36, 15 December 2020']",[],/wiki/Rally_for_Democracy_and_Progress_(Gabon),/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
New Gibraltar ,"['New Gibraltar ', 'Democracy', ' (NGD) was a conservative and Christian-democratic[citation needed] political party in Gibraltar founded in 2005 by Gibraltarian...']","['2 KB (109 words) - 19:05, 15 September 2023']",[],/wiki/New_Gibraltar_Democracy,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Limehouse Declaration,"['their intent to leave the Labour Party and form a Council for Social ', 'Democracy', ', as they felt the party had been taken over by the left-wing members....']","['14 KB (1,127 words) - 05:25, 23 March 2023']","['(redirect from ', 'Council for Social ', 'Democracy', ')']",/wiki/Limehouse_Declaration,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
"2021 Arizona and Washington, D.C., hunger strike","[' a group of 20 Arizona youth started an indefinite hunger strike for ', 'democracy', ' in front of the Arizona State Capitol in Phoenix. Most of them were students...']","['10 KB (1,076 words) - 10:59, 29 June 2023']","['(redirect from ', 'Youth hunger strike for ', 'democracy', ')']","/wiki/2021_Arizona_and_Washington,_D.C.,_hunger_strike",/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Democratic Convention (France),"['continuation of the Popular Party for French ', 'Democracy', ', established in 1995. The Popular Party for French ', 'Democracy', ' (Parti populaire pour la démocratie française...']","['4 KB (369 words) - 18:27, 25 August 2023']","['(redirect from ', 'Popular Party for French ', 'Democracy', ')']",/wiki/Democratic_Convention_(France),/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
International Committee for ,"['The International Committee for ', 'Democracy', ' in Cuba (ICDC) was created in September 2003 as ""a response to the latest brutal crackdown by the Cuban government...']","['2 KB (194 words) - 17:56, 9 April 2020']",[],/wiki/International_Committee_for_Democracy_in_Cuba,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
You Can't Be President,"[""You Can't Be President: The Outrageous Barriers to "", 'Democracy', "" in America (2008) is the third book by journalist and Harper's Magazine president John R...""]","['2 KB (85 words) - 01:27, 12 December 2021']","['(redirect from ', ""You Can't Be President: The Outrageous Barriers to "", 'Democracy', ' in America', ')']",/wiki/You_Can%27t_Be_President,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
The Struggle for India's Soul: Nationalism and the Fate of ,"[""The Struggle for India's Soul: Nationalism and the Fate of "", 'Democracy', ' is a book by Shashi Tharoor which was published on 26 November 2021 by Hurst Publishers...']","['4 KB (324 words) - 21:14, 30 January 2023']",[],/wiki/The_Struggle_for_India%27s_Soul:_Nationalism_and_the_Fate_of_Democracy,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Metapolitefsi,"['and found the center-right but still parliamentary (non-military) New ', 'Democracy', ' party, which won the elections of 1974 by a landslide. Following a rigged...']","['90 KB (10,262 words) - 16:04, 20 October 2023']","['(redirect from ', 'Greek transition to ', 'democracy', ')']",/wiki/Metapolitefsi,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Asia ,"['Since 2006, the Taiwan Foundation for ', 'Democracy', ' confers the Asia ', 'Democracy', ' and Human Rights Award on an individual or organization which has made major...']","['7 KB (377 words) - 05:19, 10 December 2022']",[],/wiki/Asia_Democracy_and_Human_Rights_Award,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Hong Kong ,"['Hong Kong ', 'Democracy', ' Council (HKDC) is a Washington, DC-based nonpartisan, non-governmental organization (NGO) with a stated mission of ""protect[ing] Hong...']","['24 KB (1,926 words) - 21:14, 28 September 2023']",[],/wiki/Hong_Kong_Democracy_Council,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Conservative Parties and the Birth of ,"['Conservative Parties and the Birth of ', 'Democracy', ' is a 2017 non-fiction book by Daniel Ziblatt, published by Cambridge University Press, discussing the...']","['10 KB (1,064 words) - 02:28, 21 July 2023']",[],/wiki/Conservative_Parties_and_the_Birth_of_Democracy,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Democracy,"['Democracy', ' Square (Spanish: Plaza de la Democracia) is a road junction and public space in barrio Tres Cruces of Montevideo, Uruguay. The square connects...']","['10 KB (849 words) - 20:34, 25 August 2023']",[],/wiki/Democracy_Square,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Coalition for Open ,"['Coalition for Open ', 'Democracy', ' is a New Hampshire-based nonprofit devoted to campaign finance reform. It was formed in 2009 by Doris ""Granny D"" Haddock...']","['5 KB (233 words) - 16:03, 19 October 2023']",[],/wiki/Coalition_for_Open_Democracy,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
"Amity, Knox County, Ohio","['Amity was adopted around 1837. The post office at Amity was called ', 'Democracy', '. The ', 'Democracy', ' post office was established in 1834, and remained in operation...']","['4 KB (112 words) - 21:01, 30 October 2023']","['(redirect from ', 'Democracy', ', Ohio', ')']","/wiki/Amity,_Knox_County,_Ohio",/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Solidarity and ,"['Solidarity and ', 'Democracy', ' (Spanish: Solidaridad y Democracia) was a political party in Peru formed by a group of technocrats. SODE participated in elections...']","['542 bytes (45 words) - 06:39, 26 February 2021']",[],/wiki/Solidarity_and_Democracy,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Empire of ,"['Empire of ', 'Democracy', ' (strapline: The Remaking of the West Since the Cold War, 1971-2019) is a 2019 book by British geographer and scholar Simon Reid-Henry...']","['20 KB (2,499 words) - 15:38, 1 November 2023']",[],/wiki/Empire_of_Democracy,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Yugoslav National Party,"[""Jugoslovanska nacionalna stranka), established as Yugoslav Radical Peasants' "", 'Democracy', ' (Serbo-Croatian: Jugoslavenska radikalna seljačka demokratija; Slovene:...']","['4 KB (358 words) - 02:35, 16 May 2023']","['(redirect from ', ""Yugoslav Radical Peasants' "", 'Democracy', ')']",/wiki/Yugoslav_National_Party,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
People's Party for ,"[""The People's Party for "", 'Democracy', "" and Development (PdP), abbreviated as the People's Party, is a political party in Barbados established on 8 June 2019...""]","['6 KB (475 words) - 17:02, 14 October 2023']",[],/wiki/People%27s_Party_for_Democracy_and_Development,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
None of the Above Direct ,"['The None of the Above Direct ', 'Democracy', ' Party (NOTA; French: Parti Démocratie Directe Aucune de ces réponses), formerly and still unofficially called the...']","['5 KB (256 words) - 10:25, 15 October 2022']",[],/wiki/None_of_the_Above_Direct_Democracy_Party,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Social Participative ,"['The Social Participative ', 'Democracy', ' (Democracia Social Participativa) was a political party in Guatemala. At the last legislative elections, held on 9...']","['1 KB (122 words) - 04:18, 9 May 2022']",[],/wiki/Social_Participative_Democracy,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Party for National ,"['National ', 'Democracy', ' (Burmese: အမျိုးသားဒီမိုကရေစီပါတီ; PND) was a political party in Myanmar. Following the reintroduction of multi-party ', 'democracy', ' after...']","['1 KB (120 words) - 17:02, 30 June 2019']",[],/wiki/Party_for_National_Democracy,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
The Illusion of ,"['The Illusion of ', 'Democracy', ' is the only studio album by American progressive metalcore band Reflux. It was released on October 12, 2004, through Prosthetic...']","['7 KB (589 words) - 13:41, 4 September 2023']",[],/wiki/The_Illusion_of_Democracy,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
The Free Voice,"['Voice: On ', 'Democracy', "", Culture And The Nation is non-fiction book written by Ramon Magsaysay Award-winning journalist Ravish Kumar on India's "", 'democracy', ' and its...']","['5 KB (373 words) - 10:32, 19 June 2023']","['(redirect from ', 'The Free Voice: On ', 'Democracy', ', Culture And The Nation', ')']",/wiki/The_Free_Voice,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Foreign policy of the United States,"['the advance of ', 'democracy', ' elsewhere. ', 'Democracies', ' don\'t attack each other."" In one view mentioned by the U.S. State Department, ', 'democracy', ' is also good for...']","['154 KB (16,614 words) - 12:38, 7 November 2023']","['(redirect from ', 'US history of exporting ', 'democracy', ')']",/wiki/Foreign_policy_of_the_United_States,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Convention for ,"['The Convention for ', 'Democracy', ' and Federation (French: Convention pour la Démocratie et la Fédération, CDF) is a political party in Burkina Faso. The party...']","['2 KB (156 words) - 18:09, 15 December 2020']",[],/wiki/Convention_for_Democracy_and_Federation,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Blowout (book),"['Blowout: Corrupted ', 'Democracy', ', Rogue State Russia, and the Richest, Most Destructive Industry on Earth is a 2019 non-fiction book by Rachel Maddow. It...']","['8 KB (690 words) - 20:16, 9 November 2023']","['(redirect from ', 'Blowout: Corrupted ', 'Democracy', ', Rogue State Russia, and the Richest, Most Destructive Industry on Earth', ')']",/wiki/Blowout_(book),/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Republican Alliance for ,"['The Republican Alliance for ', 'Democracy', ' (French: Alliance Républicaine pour la Démocratie) (Arabic: التحالف الجمهوري من أجل الديمقراطية) is an opposition...']","['831 bytes (76 words) - 23:53, 7 December 2020']",[],/wiki/Republican_Alliance_for_Democracy,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Winds of Change: The Future of ,"['Winds of Change: The Future of ', 'Democracy', ' in Iran is a book written by Reza Pahlavi, former Crown Prince of Iran. The book is dedicated to the future of...']","['2 KB (187 words) - 20:52, 24 January 2023']",[],/wiki/Winds_of_Change:_The_Future_of_Democracy_in_Iran,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
"Support for the Sovereignty, Integrity, ","['The Support for the Sovereignty, Integrity, ', 'Democracy', ', and Economic Stability of Ukraine Act of 2014 (H.R.\xa04152; Pub. L.Tooltip Public Law (United States)\xa0113–95...']","['35 KB (2,870 words) - 08:16, 24 April 2023']",[],"/wiki/Support_for_the_Sovereignty,_Integrity,_Democracy,_and_Economic_Stability_of_Ukraine_Act_of_2014",/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
The March of ,"['The March of ', 'Democracy', "" is a five-volume book by James Truslow Adams, published in 1932 and 1933 by C. Scribner's Sons. It is a chronicle with full title...""]","['2 KB (249 words) - 17:01, 13 April 2022']",[],/wiki/The_March_of_Democracy,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Alliance for Peace and ,"['The Alliance for Peace and ', 'Democracy', "" (Chinese: 保普選保和平大聯盟; lit. 'The Protect-Universal Suffrage and Protect-Peace Alliance', formerly 保普選反佔中大聯盟, literally:...""]","['37 KB (3,376 words) - 13:28, 2 May 2023']",[],/wiki/Alliance_for_Peace_and_Democracy_(Hong_Kong),/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Party of Polish ,"['The Party of Polish ', 'Democracy', ' (Polish: Stronnictwo Demokracji Polskiej, SDP) was a political party in Poland. The party was established in March 1991...']","['2 KB (163 words) - 17:45, 22 June 2019']",[],/wiki/Party_of_Polish_Democracy,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
League for ,"['The League for ', 'Democracy', ' in Greece was a British organisation founded in 1945 with the aim of supporting Greek resistance fighters and leftists in the...']","['7 KB (795 words) - 19:01, 7 July 2022']",[],/wiki/League_for_Democracy_in_Greece,/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
"Constitution Hill, Johannesburg","['and built into one of the stairwells of the old prison is the Flame of ', 'Democracy', '. The Flame was lit on 10 December 2011 when South Africa celebrated the...']","['10 KB (1,249 words) - 11:14, 10 April 2023']","['(redirect from ', 'Flame of ', 'Democracy', ')']","/wiki/Constitution_Hill,_Johannesburg",/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Swiss ,"['Swiss ', 'Democracy', ' (Czech: Švýcarská demokracie; SD) is a Czech political movement whose main goal is to introduce a Swiss system of state governance and...']","['3 KB (105 words) - 16:35, 27 December 2022']",[],/wiki/Swiss_Democracy_(Czech_Republic),/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
Democracies,"['Democracies', ': Patterns of Majoritarian and Consensus Government in Twenty-one Countries is a work of comparative politics by the political scientist Arend...']","['2 KB (65 words) - 01:41, 12 August 2022']",[],/wiki/Democracies_(book),/wiki/President_of_the_Supreme_Council_for_the_Restoration_of_Democracy
The March of ,"['The March of ', 'Democracy', "" is a five-volume book by James Truslow Adams, published in 1932 and 1933 by C. Scribner's Sons. It is a chronicle with full title...""]","['2 KB (249 words) - 17:01, 13 April 2022']",[],/wiki/The_March_of_Democracy,/wiki/Minderoo_Centre_for_Technology_and_Democracy
Democracies,"['Democracies', ': Patterns of Majoritarian and Consensus Government in Twenty-one Countries is a work of comparative politics by the political scientist Arend...']","['2 KB (65 words) - 01:41, 12 August 2022']",[],/wiki/Democracies_(book),/wiki/Minderoo_Centre_for_Technology_and_Democracy
Bhutan Centre for Media and ,"['The Bhutan Centre for Media and ', 'Democracy', "" (BCMD) is the first Civil Society Organisation in Bhutan. It was launched in 2008 coinciding with the country's...""]","['6 KB (671 words) - 03:53, 5 July 2023']",[],/wiki/Bhutan_Centre_for_Media_and_Democracy,/wiki/Minderoo_Centre_for_Technology_and_Democracy
Unity and ,"['marks, boxes, or other symbols instead of Burmese script. The Unity and ', 'Democracy', ' Party of Kachin State (UDPKS) is a political party in Myanmar seeking...']","['3 KB (185 words) - 17:25, 18 September 2023']",[],/wiki/Unity_and_Democracy_Party_of_Kachin_State,/wiki/Minderoo_Centre_for_Technology_and_Democracy
Kachin State ,"[' boxes, or other symbols instead of Burmese script. The Kachin State ', 'Democracy', ' Party (Burmese: ကချင်ပြည်နယ်ဒီမိုကရေစီပါတီ; abbreviated KSDP) was a minor...']","['3 KB (175 words) - 04:43, 18 September 2023']",[],/wiki/Kachin_State_Democracy_Party,/wiki/Minderoo_Centre_for_Technology_and_Democracy
Coalition for ,"['The Coalition for ', 'Democracy', ' and Justice (Kurdish: ھاوپەیمانی بۆ دیموکراسی و دادپەروەری, romanized:\xa0Hevpeymana Demokrasî û Dadwerîyê) is a Kurdish political...']","['3 KB (161 words) - 14:43, 14 October 2022']",[],/wiki/Coalition_for_Democracy_and_Justice,/wiki/Minderoo_Centre_for_Technology_and_Democracy
"Centre for Research in the Arts, Social Sciences and Humanities","['projects and centres. Current projects Minderoo Centre for Technology and ', 'Democracy', ' Minderoo Centre is primarily funded by Minderoo Foundation which is primarily...']","['9 KB (901 words) - 20:48, 4 September 2023']","['(redirect from ', 'Minderoo Centre for Technology and ', 'Democracy', ')']","/wiki/Centre_for_Research_in_the_Arts,_Social_Sciences_and_Humanities",/wiki/Minderoo_Centre_for_Technology_and_Democracy
On New ,"['On New ', 'Democracy', ' is a 1940 essay by Mao Zedong in which he established the concept of New ', 'Democracy', ' during the Second Sino-Japanese War. Mao wrote On New...']","['4 KB (532 words) - 14:40, 23 July 2023']",[],/wiki/On_New_Democracy,/wiki/Minderoo_Centre_for_Technology_and_Democracy
List of Italian Christian ,"['A list of notable Christian ', 'Democracy', ' politicians of Italy: Lucio Abis Lorenzo Acquarone Umberto Agnelli Angelino Alfano Beniamino Andreatta Tina Anselmi...']","['4 KB (329 words) - 15:35, 20 March 2022']",[],/wiki/List_of_Italian_Christian_Democracy_politicians,/wiki/Minderoo_Centre_for_Technology_and_Democracy
Union for Justice and ,"['The Union for Justice and ', 'Democracy', ' (French: Union pour la Justice et la Démocratie, UJD) was a political party in Togo. The UJD won two of the 81 seats...']","['767 bytes (67 words) - 02:25, 10 March 2023']",[],/wiki/Union_for_Justice_and_Democracy,/wiki/Minderoo_Centre_for_Technology_and_Democracy
Republic of Equals,"['Equals: Predistribution and Property-Owning ', 'Democracy', ' is a book-length study of property-owning ', 'democracy', ' by Alan Thomas in which the author argues that...']","['2 KB (150 words) - 19:17, 21 July 2021']","['(redirect from ', 'Republic of Equals: Predistribution and Property-Owning ', 'Democracy', ')']",/wiki/Republic_of_Equals,/wiki/Minderoo_Centre_for_Technology_and_Democracy
